Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
A8XJ98	Caenorhabditis briggsae	Metazoa	432		0	False	1
Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113		0	False	3
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261		0	False	3
P25208	Homo sapiens	Metazoa	207		0	False	4
Q9TW65	Caenorhabditis elegans	Metazoa	3674		0	False	2
C6EUD4	Fasciola hepatica	Metazoa	478		0	False	4
Q8IIS5	Plasmodium falciparum (isolate 3D7)	Other	643		0	False	0
Q9JJ28	Mus musculus	Metazoa	1271		0	False	3
Q8NFV4	Homo sapiens	Metazoa	306		0	False	3
Q8R2Y0	Mus musculus	Metazoa	336		0	True	0
Q00597	Homo sapiens	Metazoa	558		0	False	4
Q8AYS7	Gallus gallus	Metazoa	753		0	False	1
Q5VWQ8	Homo sapiens	Metazoa	1189		0	False	4
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702		0	False	3
P38439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464		0	False	3
Q642G4	Rattus norvegicus	Metazoa	376		0	False	1
O60830	Homo sapiens	Metazoa	172		0	True	1
Q07896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663		0	False	2
Q9H3J6	Homo sapiens	Metazoa	166		0	False	4
O77512	Bos taurus	Metazoa	295		0	False	4
Q8K440	Mus musculus	Metazoa	1620		0	True	4
Q53HV7	Homo sapiens	Metazoa	270		0	False	4
P53187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		0	False	2
P38271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328		0	False	4
Q02223	Homo sapiens	Metazoa	184		0	True	0
Q12106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302		0	True	0
Q8BMD2	Mus musculus	Metazoa	852		0	False	2
P10734	Drosophila melanogaster	Metazoa	429		0	False	3
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213		0	False	1
H2KYH4	Caenorhabditis elegans	Metazoa	392		0	False	4
O95704	Homo sapiens	Metazoa	486		0	False	1
P22469	Drosophila melanogaster	Metazoa	90		0	False	0
Q9HCU8	Homo sapiens	Metazoa	107		0	False	0
O43137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85		0	False	3
Q9H790	Homo sapiens	Metazoa	373		0	False	1
P04117	Mus musculus	Metazoa	132		0	False	0
Q9UIJ5	Homo sapiens	Metazoa	367		0	True	1
P89114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	91		0	False	4
P04271	Homo sapiens	Metazoa	92		0	False	3
O02073	Caenorhabditis elegans	Metazoa	376		0	False	2
Q14154	Homo sapiens	Metazoa	515		0	False	1
Q96QF7	Homo sapiens	Metazoa	691		0	False	3
Q8H186	Arabidopsis thaliana	Viridiplantae	389		0	False	4
Q9SVQ3	Arabidopsis thaliana	Viridiplantae	517		0	False	2
G5EGD2	Caenorhabditis elegans	Metazoa	719		0	False	4
Q8BGC4	Mus musculus	Metazoa	377		0	False	0
G3XKQ9	Oryza sativa subsp. japonica	Viridiplantae	394		0	False	4
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		0	False	3
P55786	Homo sapiens	Metazoa	919		0	False	2
Q62674	Rattus norvegicus	Metazoa	648		0	True	0
Q9W4N2	Drosophila melanogaster	Metazoa	788		0	False	3
O15091	Homo sapiens	Metazoa	583		0	False	1
P23615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1451		0	False	3
Q14432	Homo sapiens	Metazoa	1141		0	True	4
Q96HS1	Homo sapiens	Metazoa	289		0	True	2
Q9SJX7	Arabidopsis thaliana	Viridiplantae	433		0	False	1
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		0	False	2
Q03218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510		0	False	4
Q8N6F7	Homo sapiens	Metazoa	178		0	False	0
Q9Y6W5	Homo sapiens	Metazoa	498		0	False	4
Q9Y239	Homo sapiens	Metazoa	953		0	False	0
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679		0	False	4
Q5SUQ9	Mus musculus	Metazoa	1212		0	False	4
Q39057	Arabidopsis thaliana	Viridiplantae	373		0	False	3
P39682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629		0	False	4
Q80U87	Mus musculus	Metazoa	1080		0	False	0
P53241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593		0	False	4
Q96N11	Homo sapiens	Metazoa	449		0	False	1
Q8WUU5	Homo sapiens	Metazoa	269		0	False	3
Q5VZI3	Homo sapiens	Metazoa	342		0	False	2
O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364		0	False	4
Q12788	Homo sapiens	Metazoa	808		0	False	0
O13998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392		0	False	0
Q9JKY0	Mus musculus	Metazoa	299		0	False	4
O14230	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	347		0	False	3
E3Q1H1	Trypanosoma brucei brucei	Other	147		0	False	4
P29692	Homo sapiens	Metazoa	281		0	False	4
Q9Z1T5	Mus musculus	Metazoa	566		0	False	1
O14681	Homo sapiens	Metazoa	340		0	True	3
Q96ER3	Homo sapiens	Metazoa	474		0	False	0
Q86UT6	Homo sapiens	Metazoa	975		0	False	2
Q9SKZ5	Arabidopsis thaliana	Viridiplantae	560		0	False	4
P30419	Homo sapiens	Metazoa	496		0	False	1
P06841	Scyliorhinus canicula	Metazoa	45		0	False	2
Q5DTW7	Mus musculus	Metazoa	1521		0	False	3
P53810	Mus musculus	Metazoa	271		0	False	3
A0A2Z4LIS9	Homo sapiens	Metazoa	290		0	False	2
Q8RY71	Arabidopsis thaliana	Viridiplantae	341		0	False	0
Q8WUX2	Homo sapiens	Metazoa	184		0	False	4
Q9SNC0	Arabidopsis thaliana	Viridiplantae	182		0	False	1
Q9D8V0	Mus musculus	Metazoa	378		0	True	2
Q9WTK2	Mus musculus	Metazoa	593		0	False	1
Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	False	4
Q8VWF1	Arabidopsis thaliana	Viridiplantae	368		0	False	4
Q9SZH4	Arabidopsis thaliana	Viridiplantae	495		0	False	0
P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117		0	False	2
P87310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		0	False	1
P29461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		0	False	4
Q9S7I0	Arabidopsis thaliana	Viridiplantae	1307		0	False	0
Q92750	Homo sapiens	Metazoa	862		0	False	4
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542		0	True	3
Q9SR70	Arabidopsis thaliana	Viridiplantae	230		0	False	2
Q12066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484		0	False	3
Q86YT5	Homo sapiens	Metazoa	568		0	True	0
Q94AN2	Arabidopsis thaliana	Viridiplantae	700		0	True	0
Q7M2P1	Sus scrofa	Metazoa	76		0	False	3
G5ED47	Caenorhabditis elegans	Metazoa	413		0	False	3
Q8N3F8	Homo sapiens	Metazoa	863		0	False	3
Q9M9F0	Arabidopsis thaliana	Viridiplantae	311		0	False	3
Q9VYD1	Drosophila melanogaster	Metazoa	2313		0	False	0
Q96WW2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	383		0	False	3
O74386	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	248		0	False	3
P50106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	1
Q15049	Homo sapiens	Metazoa	377		0	True	4
O60165	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	428		0	False	2
Q7Z698	Homo sapiens	Metazoa	418		0	False	2
P46984	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		0	False	3
P00918	Homo sapiens	Metazoa	260		0	False	0
Q8H1F7	Arabidopsis thaliana	Viridiplantae	332		0	False	4
P0C6T3	Rattus norvegicus	Metazoa	269		0	True	0
Q08215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383		0	False	4
Q10422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		0	False	1
A2A884	Mus musculus	Metazoa	2348		0	False	1
Q8R000	Mus musculus	Metazoa	340		0	True	4
Q8BVG4	Mus musculus	Metazoa	862		0	False	1
O94701	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		0	False	3
P15313	Homo sapiens	Metazoa	513		0	False	4
P12687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	371		0	False	4
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	4
Q9NTI7	Homo sapiens	Metazoa	297		0	False	3
Q9Y6D9	Homo sapiens	Metazoa	718		0	False	1
Q5AJU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	499		0	False	1
P38289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585		0	False	2
P55199	Homo sapiens	Metazoa	621		0	False	0
Q9SGS4	Arabidopsis thaliana	Viridiplantae	302		0	False	2
P18888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332		0	False	2
Q61624	Mus musculus	Metazoa	794		0	False	1
Q86WR6	Homo sapiens	Metazoa	236		0	False	4
P42566	Homo sapiens	Metazoa	896		0	False	0
Q04264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1277		0	False	1
Q66L44	Mus musculus	Metazoa	698		0	True	2
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727		0	False	1
Q8TEW0	Homo sapiens	Metazoa	1356		0	False	0
Q9VR19	Drosophila melanogaster	Metazoa	379		0	False	3
Q9QWV4	Mus musculus	Metazoa	267		0	False	2
Q9NZN9	Homo sapiens	Metazoa	384		0	False	0
Q9BRS2	Homo sapiens	Metazoa	568		0	False	4
P0DOY1	Mus musculus	Metazoa	740		0	False	0
Q10148	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254		0	False	2
Q8NBT2	Homo sapiens	Metazoa	197		0	False	1
P04038	Bos taurus	Metazoa	74		0	True	0
P46414	Mus musculus	Metazoa	197		0	False	3
O49687	Arabidopsis thaliana	Viridiplantae	589		0	False	2
Q8N2C7	Homo sapiens	Metazoa	3258		0	False	4
P51587	Homo sapiens	Metazoa	3418		0	False	1
Q9C811	Arabidopsis thaliana	Viridiplantae	1495		0	False	4
Q8TEV9	Homo sapiens	Metazoa	937		0	False	3
Q9UTC0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	50		0	False	1
P31942	Homo sapiens	Metazoa	346		0	False	4
Q86BP6	Drosophila melanogaster	Metazoa	1162		0	False	1
Q00416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2231		0	False	1
Q9P6M0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	419		0	False	2
O75004	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501		0	False	3
Q7ZT01	Xenopus laevis	Metazoa	210		0	False	2
Q5HYI7	Homo sapiens	Metazoa	312		0	False	3
Q9LVG4	Arabidopsis thaliana	Viridiplantae	495		0	False	2
Q8IUY3	Homo sapiens	Metazoa	354		0	False	4
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204		0	False	1
P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		0	False	3
Q681Y3	Arabidopsis thaliana	Viridiplantae	432		0	False	4
Q95T19	Drosophila melanogaster	Metazoa	464		0	False	3
Q71SY5	Homo sapiens	Metazoa	747		0	False	4
Q8N9N5	Homo sapiens	Metazoa	519		0	False	2
Q9H9J2	Homo sapiens	Metazoa	332		0	False	3
Q9UIG0	Homo sapiens	Metazoa	1483		0	False	1
Q5W0Q7	Homo sapiens	Metazoa	1092		0	False	3
Q99NI4	Rattus norvegicus	Metazoa	396		0	False	4
P41846	Caenorhabditis elegans	Metazoa	1009		0	False	0
P10627	Drosophila melanogaster	Metazoa	490		0	False	1
B5X0I6	Arabidopsis thaliana	Viridiplantae	1091		0	False	1
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139		0	False	3
P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148		0	False	0
Q9QZQ8	Mus musculus	Metazoa	369		0	False	2
Q1RMW2	Bos taurus	Metazoa	414		0	True	1
P53718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		0	False	3
B9FDE0	Oryza sativa subsp. japonica	Viridiplantae	494		0	False	3
Q7S4E7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124		0	False	2
Q6PII3	Homo sapiens	Metazoa	467		0	False	0
P36037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715		0	False	2
Q9BZR8	Homo sapiens	Metazoa	327		0	False	0
Q91YJ3	Mus musculus	Metazoa	226		0	False	1
Q12153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		0	False	1
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144		0	True	1
Q09761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	699		0	False	3
P51556	Rattus norvegicus	Metazoa	727		0	False	4
Q8N5Y2	Homo sapiens	Metazoa	521		0	False	2
Q9SU30	Arabidopsis thaliana	Viridiplantae	413		0	False	1
Q9NTZ6	Homo sapiens	Metazoa	932		0	False	0
Q8LLD0	Arabidopsis thaliana	Viridiplantae	1046		0	False	2
O14291	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	313		0	False	2
P09144	Chlamydomonas reinhardtii	Viridiplantae	735		0	True	2
Q91ZR5	Mus musculus	Metazoa	686		0	False	2
Q8K4V4	Rattus norvegicus	Metazoa	539		0	False	1
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		0	False	3
Q5XV40	Arabidopsis thaliana	Viridiplantae	358		0	True	0
P56394	Mus musculus	Metazoa	63		0	False	3
Q5XIQ3	Rattus norvegicus	Metazoa	316		0	False	4
P20134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	766		0	False	3
Q969F2	Homo sapiens	Metazoa	451		0	False	1
Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	776		0	False	2
Q03771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387		0	False	0
Q8NB78	Homo sapiens	Metazoa	822		0	False	1
Q9UPW6	Homo sapiens	Metazoa	733		0	False	0
F4IMQ0	Arabidopsis thaliana	Viridiplantae	288		0	False	0
O75695	Homo sapiens	Metazoa	350		0	False	0
Q5VW36	Homo sapiens	Metazoa	1801		0	False	0
O74359	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663		0	False	1
P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		0	True	2
Q8VHQ2	Mus musculus	Metazoa	579		0	False	3
P07269	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	559		0	False	3
P50748	Homo sapiens	Metazoa	2209		0	False	3
P06391	Nicotiana tabacum	Viridiplantae	93		0	False	3
P43572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832		0	False	2
Q9H079	Homo sapiens	Metazoa	304		0	False	2
Q9LEK8	Digitalis lanata	Viridiplantae	118		0	False	0
P53784	Mus musculus	Metazoa	375		0	False	0
Q7Z713	Homo sapiens	Metazoa	158		0	False	3
Q9LU21	Arabidopsis thaliana	Viridiplantae	204		0	False	1
Q96BU1	Homo sapiens	Metazoa	408		0	False	3
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		0	False	4
O09174	Mus musculus	Metazoa	381		0	False	3
P91277	Caenorhabditis elegans	Metazoa	397		0	False	4
P38081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501		0	False	4
P47050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	842		0	False	3
O45784	Caenorhabditis elegans	Metazoa	183		0	False	4
P40458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529		0	False	2
Q96301	Arabidopsis thaliana	Viridiplantae	914		0	False	3
Q6ZQX7	Homo sapiens	Metazoa	453		0	False	4
O15027	Homo sapiens	Metazoa	2357		0	False	3
Q9NRP7	Homo sapiens	Metazoa	1315		0	False	4
Q9Y802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1000		0	False	2
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		0	True	1
Q7L0Y3	Homo sapiens	Metazoa	403		0	False	0
Q03615	Caenorhabditis elegans	Metazoa	305		0	False	4
Q9H227	Homo sapiens	Metazoa	469		0	False	1
Q9UTR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	368		0	False	0
P25332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		0	False	2
Q9NXE8	Homo sapiens	Metazoa	425		0	False	2
Q8R5A3	Mus musculus	Metazoa	670		0	False	4
Q8GY65	Arabidopsis thaliana	Viridiplantae	343		0	False	3
P32761	Chlamydomonas moewusii	Viridiplantae	218		0	False	4
Q6UFS5	Danio rerio	Metazoa	563		0	False	3
P23230	Chlamydomonas reinhardtii	Viridiplantae	160		0	True	4
A2A5K6	Mus musculus	Metazoa	1337		0	False	4
Q9FWA3	Arabidopsis thaliana	Viridiplantae	486		0	False	2
Q3V0Q6	Mus musculus	Metazoa	470		0	False	1
P49335	Homo sapiens	Metazoa	361		0	False	0
Q8ISM1	Giardia intestinalis	Other	755		0	False	0
Q9SW31	Arabidopsis thaliana	Viridiplantae	157		0	False	2
P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	563		0	False	2
Q04659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317		0	False	2
Q84N48	Zea mays	Viridiplantae	611		0	False	4
Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		0	False	1
Q94CV1	Oryza sativa subsp. japonica	Viridiplantae	228		0	False	1
Q7L3V2	Homo sapiens	Metazoa	364		0	False	2
Q500U8	Arabidopsis thaliana	Viridiplantae	326		0	False	3
Q8CFC7	Mus musculus	Metazoa	668		0	False	2
Q13889	Homo sapiens	Metazoa	308		0	False	1
Q96P67	Homo sapiens	Metazoa	336		0	True	2
Q7L5N1	Homo sapiens	Metazoa	327		0	False	1
Q96DG6	Homo sapiens	Metazoa	245		0	False	2
O95905	Homo sapiens	Metazoa	644		0	False	1
O17514	Caenorhabditis elegans	Metazoa	773		0	False	4
Q9P305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	131		0	False	3
Q14CZ7	Homo sapiens	Metazoa	662		0	False	2
P58234	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		0	False	3
O35235	Mus musculus	Metazoa	316		0	True	1
Q9FIG9	Arabidopsis thaliana	Viridiplantae	801		0	False	3
O74736	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305		0	False	0
Q8VZ20	Arabidopsis thaliana	Viridiplantae	314		0	False	0
A0A5B9G902	Aureobasidium melanogenum	Fungi	521		0	False	0
Q86YS7	Homo sapiens	Metazoa	1000		0	False	2
O94687	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549		0	False	2
Q12884	Homo sapiens	Metazoa	760		0	True	2
Q39249	Arabidopsis thaliana	Viridiplantae	462		0	False	3
P50861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169		0	False	3
A8MTT3	Homo sapiens	Metazoa	80		0	True	0
Q9VDE4	Drosophila melanogaster	Metazoa	286		0	False	3
G5EBR8	Caenorhabditis elegans	Metazoa	247		0	False	1
Q01519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	83		0	False	0
Q96E29	Homo sapiens	Metazoa	417		0	False	1
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902		0	False	3
Q9H8M2	Homo sapiens	Metazoa	597		0	False	4
P25368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297		0	False	0
Q42529	Arabidopsis thaliana	Viridiplantae	312		0	False	4
Q8VY88	Arabidopsis thaliana	Viridiplantae	175		0	False	2
Q9USU8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551		0	False	2
Q15057	Homo sapiens	Metazoa	778		0	False	4
Q8CG64	Mus musculus	Metazoa	494		0	True	0
D4ACN8	Rattus norvegicus	Metazoa	147		0	True	4
P21657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	970		0	False	0
Q99417	Homo sapiens	Metazoa	103		0	False	1
O74761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	459		0	False	4
Q9LH52	Arabidopsis thaliana	Viridiplantae	325		0	False	0
Q9M022	Arabidopsis thaliana	Viridiplantae	242		0	False	3
Q6EIG7	Homo sapiens	Metazoa	209		0	True	2
Q91YT0	Mus musculus	Metazoa	464		0	False	4
P19407	Spinacia oleracea	Viridiplantae	62		0	True	4
O14215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	454		0	False	2
Q03111	Homo sapiens	Metazoa	559		0	False	0
P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754		0	False	0
O81208	Arabidopsis thaliana	Viridiplantae	110		0	True	3
Q9Y421	Homo sapiens	Metazoa	112		0	False	4
Q9Y6D6	Homo sapiens	Metazoa	1849		0	False	0
Q63ZY3	Homo sapiens	Metazoa	851		0	False	4
Q9D067	Mus musculus	Metazoa	708		0	False	0
P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	0
P38907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		0	False	0
Q09683	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649		0	False	0
P29372	Homo sapiens	Metazoa	298		0	False	2
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497		0	False	3
P43569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		0	False	4
P47929	Homo sapiens	Metazoa	136		0	False	2
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		0	False	1
P0C2B6	Bos taurus	Metazoa	128		0	False	4
Q12359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		0	True	3
Q96RK1	Homo sapiens	Metazoa	184		0	False	3
Q9H7T9	Homo sapiens	Metazoa	357		0	False	0
P0DJH6	Gallus gallus	Metazoa	76		0	False	3
Q24JJ9	Arabidopsis thaliana	Viridiplantae	361		0	False	4
Q9UI36	Homo sapiens	Metazoa	758		0	False	3
Q63836	Mus musculus	Metazoa	472		0	False	1
Q9C552	Arabidopsis thaliana	Viridiplantae	753		0	False	4
O65680	Arabidopsis thaliana	Viridiplantae	279		0	False	4
Q7L8L6	Homo sapiens	Metazoa	764		0	False	0
O08901	Mus musculus	Metazoa	1058		0	False	4
Q921N8	Mus musculus	Metazoa	327		0	False	2
Q99LY9	Mus musculus	Metazoa	106		0	False	1
Q9USW5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		0	False	4
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		0	False	2
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654		0	False	1
Q9VGE2	Drosophila melanogaster	Metazoa	384		0	False	3
Q05123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		0	False	3
Q39129	Arabidopsis thaliana	Viridiplantae	120		0	False	3
Q96JJ3	Homo sapiens	Metazoa	720		0	False	1
Q6IR42	Mus musculus	Metazoa	630		0	False	3
Q96DI7	Homo sapiens	Metazoa	357		0	False	2
Q9LXI8	Arabidopsis thaliana	Viridiplantae	67		0	False	1
O64973	Arabidopsis thaliana	Viridiplantae	889		0	False	3
Q8N8Q3	Homo sapiens	Metazoa	282		0	False	1
Q13277	Homo sapiens	Metazoa	289		0	False	1
P59055	Mus musculus	Metazoa	597		0	False	0
Q6ZWQ0	Mus musculus	Metazoa	6874		0	False	2
O54942	Mus musculus	Metazoa	218		0	True	2
P0DW10	Neurospora crassa	Fungi	244		0	False	0
Q94BT6	Arabidopsis thaliana	Viridiplantae	609		0	False	4
Q9LRH6	Arabidopsis thaliana	Viridiplantae	309		0	False	1
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		0	False	2
O60216	Homo sapiens	Metazoa	631		0	False	4
P10824	Rattus norvegicus	Metazoa	354		0	False	2
P32626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		0	False	4
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	2
Q9VHI4	Drosophila melanogaster	Metazoa	85		0	False	0
P82970	Homo sapiens	Metazoa	282		0	False	2
P70033	Xenopus laevis	Metazoa	435		0	False	1
Q8WUF5	Homo sapiens	Metazoa	828		0	False	2
Q8NB91	Homo sapiens	Metazoa	859		0	False	2
Q96529	Arabidopsis thaliana	Viridiplantae	490		0	False	3
H2KZB2	Caenorhabditis elegans	Metazoa	603		0	True	3
Q04052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	950		0	False	3
Q9VW47	Drosophila melanogaster	Metazoa	2531		0	False	2
Q68D91	Homo sapiens	Metazoa	279		0	False	2
Q09961	Caenorhabditis elegans	Metazoa	148		0	False	1
P53125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264		0	False	1
J9VE33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1094		0	False	2
Q5TGY3	Homo sapiens	Metazoa	1603		0	False	4
Q8SWR3	Drosophila melanogaster	Metazoa	435		0	False	0
Q9LSB9	Arabidopsis thaliana	Viridiplantae	755		0	False	2
Q9Y3A4	Homo sapiens	Metazoa	280		0	False	2
Q14249	Homo sapiens	Metazoa	297		0	False	3
Q3KN41	Drosophila melanogaster	Metazoa	1840		0	False	3
O22788	Arabidopsis thaliana	Viridiplantae	236		0	False	0
Q9DAM1	Mus musculus	Metazoa	415		0	False	4
Q04430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		0	False	3
P32841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428		0	False	4
Q02825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		0	False	1
Q8GYH7	Arabidopsis thaliana	Viridiplantae	249		0	False	1
Q9NSK7	Homo sapiens	Metazoa	141		0	True	0
Q9UNQ2	Homo sapiens	Metazoa	313		0	False	0
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800		0	False	0
Q04149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		0	False	3
